"nombres","apellidos","numero.lista","corporacion","partido","genero","nacimiento","tiempo.congreso","La.eutanasia","El.sexo.antes.del.matrimonio","El.matrimonio.homosexual","El.divorcio","El.consumo.de.marihuana","El.aborto","Estatuto.de.la.Ciudadanía.Juvenil","Justicia.Penal.Militar..Fuero.Militar","Reforma.a.la.Justicia.Ejecutivo","Implementación.del.TLC.con.Estados.Unidos..Ley.Lleras.2.0","Ley.estatutaria.de.reforma.a.la.salud"
"Edwar Eccehomo","Torres Mosquera","102","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Fabio","Torres Novoa","24","Senador de la República","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Esnoraldo","Torres Ocampo","029","Senador de la República","Liberal Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Efrain","Torres Plazas","85","Senador de la República","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Roman Enrique","Torres Redondo","101","Representante a la Cámara","Union Patriotica - Up","M",1952,0,"","","","","","",NA,NA,NA,NA,NA
"Juan José","Torres Serrato","28","Senador de la República","Conservador Colombiano","M",1963,0,"disagree","disagree","disagree","","disagree","disagree",NA,NA,NA,NA,NA
"Diego Rodrigo","Torres Tamayo","107","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Lilia","Torres Torres","72","Senador de la República","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ismelda Maria ","Torres Valdes","105","Representante a la Cámara","Union Patriotica - Up","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Eduardo Jose","Tous de la Ossa","103","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maximiliano","Tovar Devia","16","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Nohora Stella ","Tovar Rey","19","Senador de la República","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Diego Fernando","Triana Calderon","40","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Harold Enrique","Triana Gutierrez","113","Representante a la Cámara","MIRA","M",1962,0,"disagree","","disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Maria Eugenia","Triana Vargas","102","Representante a la Cámara","Opción Ciudadana","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ramiro","Trujillo Arias","102","Representante a la Cámara","Union Patriotica - Up","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Eugenia Catalina","Trujillo Camero","64","Senador de la República","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Nicolás Leonardo","Trujillo Giraldo","106","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"María Alejandra Liliana","Trujillo Moncaleano","035","Senador de la República","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Hernan","Trujillo Tovar","105","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carmen","Ulcue Menza","202","Senador de la República","Cabildo del Resguardo de Calderas","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"María Fernanda","Umaña Sepulveda","107","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Stella Maris","Urango Martinez","102","Representante a la Cámara","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Diego Andrés","Ureña Reina","33","Senador de la República","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Yuris Mijailoth ","Uriana Ipuana","201","Senador de la República","Multietnia Colombia","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maria Teresa","Uribe Bent","101","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","F",1946,8,NA,NA,"disagree","disagree","disagree","disagree",NA,NA,NA,NA,NA
"Angel Miguel ","Uribe Diaz","103","Representante a la Cámara","Liberal Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Wilmer Alexander","Uribe Fernandez","106","Representante a la Cámara","Movimiento Político Cien por Ciento por Colombia","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alirio","Uribe Muñoz","110","Representante a la Cámara","Polo Democrático Alternativo","M",1960,0,"","","","","","",NA,NA,NA,NA,NA
"Hector Fabio ","Uribe Ospina","403","Representante a la Cámara","MIRA","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"María Elisa","Uribe Vegalara","104","Representante a la Cámara","Conservador Colombiano","F",1964,0,"","","","","","",NA,NA,NA,NA,NA
"Álvaro","Uribe Vélez","1","Senador de la República","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Javier Francisco","Urrea Cuellar","403","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",1978,0,"agree","agree","agree","agree","agree","agree",NA,NA,NA,NA,NA
"Diego Felipe","Urrea Vanegas","204","Representante a la Cámara","Embera Chami del Resguardo Indígena","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Fernando","Urrego Carvajal","101","Representante a la Cámara","Conservador Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alirio","Urrego Mesa","101","Representante a la Cámara","Union Patriotica - Up","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Faruk","Urrutia Jalilie","23","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carmenza Sofia ","Urzola Marquez","102","Representante a la Cámara","Union Patriotica - Up","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rogers","Urzola Peñata","104","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"José Jaime","Uscátegui Pastrana","110","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alexandra","Useche Cuervo","027","Senador de la República","Polo Democrático Alternativo","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ana Patricia","Usuga Gil","104","Representante a la Cámara","Alianza Social Independiente","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Silvia Patricia","Valbuena Pallares","52","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan ","Valdés ","101","Representante a la Cámara","Alianza Social Independiente","M",1973,4,"","agree","","agree","disagree","disagree",NA,"agree","agree",NA,"disagree"
"Jorge Luis","Valdes Hernandez","78","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Omar","Valencia","109","Representante a la Cámara","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Fredy","Valencia Acosta","041","Senador de la República","Polo Democrático Alternativo","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gloria Inés","Valencia Bohórquez","87","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"David José","Valencia Campo","105","Representante a la Cámara","Conservador Colombiano","M",1984,0,"disagree","","disagree","","disagree","disagree",NA,NA,NA,NA,NA
"Guilber Alberto","Valencia Collazos","103","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Santiago","Valencia González","102","Representante a la Cámara","Centro Democrático","M",1983,0,"disagree","agree","disagree","","disagree","disagree",NA,NA,NA,NA,NA
"Paloma Susana ","Valencia Laserna","3","Senador de la República","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Miguel Humberto","Valencia Rodriguez","115","Representante a la Cámara","Union Patriotica - Up","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jackeline","Valencia Rodriguez","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Marcelino","Valencia Sanchez","303","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Efraín","Valencia Valencia","113","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Francisco Elder","Valencia Valencia","104","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Nicanor","Valencia Vera","101","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ruth Daly ","Valentierra Castro ","303","Representante a la Cámara","Fundación rara el Desarrollo de la Cuenca del Pacífico Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alonso","Valenzuela Taramuel","201","Senador de la República","Dignidades Agropecuarias Indígenas","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Félix José ","Valera Ibáñez","12","Senador de la República","Alianza Verde","M",1967,4,"","","disagree","disagree","disagree","disagree","agree","agree","disagree","",""
"Flor"," Valerio Gomez","68","Senador de la República","Alianza Verde","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Humberto Alirio","Valero Mayorga","66","Senador de la República","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alvaro","Vallejo Mazuera","65","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ivan Dario","Vallejo Sepulveda","112","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Melania","Valois Lozano","103","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Lida Ángela","Vanegas Mora","116","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Albeiro","Vanegas Osorio","101","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","M",NA,6,"","","","","","",NA,"","agree",NA,"agree"
"Wilson","Vanegas Rivera","104","Representante a la Cámara","Union Patriotica - Up","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Miriam","Vanegas Roldan","114","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Belmer de Jesús","Varela González","102","Representante a la Cámara","MIRA","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Héctor Horacio","Vargas","029","Senador de la República","Conservador Colombiano","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carlos Enrique","Vargas Angarita","51","Senador de la República","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Clementina","Vargas Caballero","106","Representante a la Cámara","Conservador Colombiano","F",1955,0,"disagree","","disagree","","disagree","disagree",NA,NA,NA,NA,NA
"Jose Francisco","Vargas Diaz","103","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Gilberto Adolfo","Vargas Laverde","101","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jhon Fredy","Vargas Lozano","102","Representante a la Cámara","Polo Democrático Alternativo","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Getulio","Vargas Madera","107","Representante a la Cámara","Union Patriotica - Up","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luis Alejandro","Vargas Moreno","103","Representante a la Cámara","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Blanca Inés","Vargas Pardo","106","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Elsa Esperanza","Vargas Pineda","79","Senador de la República","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rubiel Elias","Vargas Pinto","101","Representante a la Cámara","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Omar Evelio","Vargas Rodelo","106","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ciro Alberto","Vargas Silva","101","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Davianys","Vargas Suarez","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Victoria Eugenia","Vargas Vives","090","Senador de la República","Liberal Colombiano","F",NA,8,"","","agree","","agree","",NA,"","agree",NA,"agree"
"Germán","Varón Cotrino","100","Senador de la República","Cambio Radical","M",1964,12,"","","","","","",NA,"agree","agree",NA,"agree"
"Alba Mery","Vasco Holguin","102","Representante a la Cámara","Opción Ciudadana","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Inés","Vasco Marulanda","65","Senador de la República","Polo Democrático Alternativo","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jesus Maria","Vasquez Caicedo","101","Representante a la Cámara","Autoridades Indígenas de Colombia AICO","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Caridad de Jesús","Vásquez Casas","103","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Maria Nelly ","Vasquez Castaño","102","Representante a la Cámara","Movimiento Blanco por la Paz","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Martha","Vasquez Garzon","60","Senador de la República","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rita María","Vasquez Gaviria","116","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Darío Arnaldo","Vásquez Rocha","107","Representante a la Cámara","Conservador Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Liliana Mercedes","Vasquez Sandoval","102","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","F",1971,0,"","","","","","",NA,NA,NA,NA,NA
"Andrés Fernando","Vásquez Vargas","39","Senador de la República","Cambio Radical","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Silvio","Vásquez Villanueva","101","Representante a la Cámara","Conservador Colombiano","M",1954,4,NA,"","","","","",NA,"","agree",NA,""
"Martha Lucia ","Vasquez Zawadzky","40","Senador de la República","Centro Democrático","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Carmen Rosa","Vega Angarita","105","Representante a la Cámara","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ruth Marina","Vega Devia","101","Representante a la Cámara","Alianza Social Independiente","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rodolfo Adan","Vega Luquez","206","Representante a la Cámara","Movimiento Alternativo Indígena y Social - MAIS","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Angel David","Vega Montes","106","Representante a la Cámara","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Yesmina","Vega Ojeda","103","Representante a la Cámara","Polo Democrático Alternativo","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ruby Thania","Vega Plazas","16","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Doris Clemencia","Vega Quiroz","2","Senador de la República","Opción Ciudadana","F",NA,2,NA,"agree","disagree","disagree","disagree","disagree","","","agree","",""
"Alba Luz ","Vega Rodriguez","107","Representante a la Cámara","Cambio Radical","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Adolfo Lisandro ","Vega Vaca","68","Senador de la República","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Rafael Dario","Velandia Gonzalez","105","Representante a la Cámara","Opción Ciudadana","M",1971,0,"","","","","","",NA,NA,NA,NA,NA
"Jose Eduardo","Velandia Otalora","103","Representante a la Cámara","Partido Social de Unidad Nacional - Partido de la U","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Orlando","Velandia Sepúlveda","014","Senador de la República","Liberal Colombiano","M",NA,4,"","","disagree","","disagree","disagree",NA,"","agree",NA,"agree"
"Luis Fernando","Velasco Cháves","10","Senador de la República","Liberal Colombiano","M",1964,16,"","","","","","","agree","","agree","agree","agree"
"Monica Eliana ","Velasco Olarte","103","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Miller Ervey","Velasco Piamba","101","Representante a la Cámara","Alianza Verde","M",1968,0,"","","","","","",NA,NA,NA,NA,NA
"Armando","Velasquez","103","Representante a la Cámara","Union Patriotica - Up","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Alba Ligia","Velásquez","113","Representante a la Cámara","Alianza Verde","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jorge Ulises ","Velasquez Almanza","101","Representante a la Cámara","Union Patriotica - Up","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Jairo Alonso","Velásquez Giraldo","112","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Luz Marina","Velásquez Gomez","106","Representante a la Cámara","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Douglas Sebastián","Velásquez Jacome","40","Senador de la República","Polo Democrático Alternativo","M",1949,0,"agree","agree","agree","agree","agree","agree",NA,NA,NA,NA,NA
"Hugo Orlando","Velásquez Jaramillo","101","Representante a la Cámara","Liberal Colombiano","M",NA,4,"","","disagree","disagree","disagree","disagree",NA,"agree","agree",NA,"agree"
"Olga Lucia","Velasquez Nieto","104","Representante a la Cámara","Liberal Colombiano","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Cesar Mauricio ","Velasquez Ossa","99","Senador de la República","Centro Democrático","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Argenis","Velasquez Ramírez","101","Representante a la Cámara","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Victor","Velasquez Reyes","77","Senador de la República","Opción Ciudadana","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Ana Rosa","Velasquez Rico","093","Senador de la República","Liberal Colombiano","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Richard Arturo","Velásquez Rosero","103","Representante a la Cámara","MIRA","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Mayda Cecilia","Velasquez Rueda","102","Representante a la Cámara","Liberal Colombiano","F",1975,0,"disagree","agree","agree","agree","agree","agree",NA,NA,NA,NA,NA
"Jairo de Jesus","Velasquez Ruiz","112","Representante a la Cámara","Opción Ciudadana","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Juan Claudio","Velasquez Taborda","105","Representante a la Cámara","Cambio Radical","M",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Olga Lucia","Velez Alvarez","56","Senador de la República","Centro Democrático","",NA,0,"","","","","","",NA,NA,NA,NA,NA
"Elvira Patricia","Velez Calderon","110","Representante a la Cámara","Union Patriotica - Up","F",NA,0,"","","","","","",NA,NA,NA,NA,NA
